feature,mean_importance
임대보증금,-0.009684777401993916
임대료,-0.005238320224810344
면적38_46,-0.005167624291880857
난방방식,-6.304995520228784e-05
면적85_127,0.001992177197741929
면적26_38,0.006658457390588268
면적59_74,0.007860344471566338
면적127_139,0.012939468616483263
승강기설치여부,0.02547212589114386
면적17_26,0.028930103240324467
면적46_51,0.03897193429319588
준공연도,0.040147079628597836
면적74_85,0.05012821438440442
건물형태,0.06590362978190216
면적51_59,0.08460200062588007
총면적,0.09376713120559689
총세대수,0.15735124531054998
