feature,mean_importance
건물형태,-0.023700069509660582
임대료,-0.007012099008389941
난방방식,-0.0033249762820952793
총면적_sum_총세대수,-0.0008919572660152641
면적127_139,0.0
면적59_74_sum_총면적,0.0
면적85_127,0.0
총면적_diff_면적127_139,0.0
승강기설치여부,0.0
총면적_diff_면적85_127,0.0
면적17_26,0.0
면적38_46,0.00036625913722215244
면적26_38,0.0004909678224052222
면적74_85,0.000550509708780178
면적59_74,0.0009730861957772064
면적51_59,0.003352067669822176
면적46_51,0.0037650825469966094
면적85_127_sum_총면적,0.006092393255589875
총세대수,0.011709700665669
면적46_51_sum_총면적,0.016882288305819147
준공연도,0.01769729016495885
총면적_diff_면적59_74,0.02583812664284136
면적74_85_sum_총면적,0.030342340483369416
임대보증금,0.04012291436264957
면적38_46_sum_총면적,0.0409230511297459
총면적,0.05321915662698791
임대보증금_multiply_총세대수,0.0855145856100186
