feature,mean_importance
준공연도,-0.01606109233032426
임대보증금,-0.009660930061432853
면적74_85_sum_총면적,-0.000966764645779844
면적38_46,-0.000567738641626836
준공연도_diff_총면적,-0.0003903363250464031
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.0
승강기설치여부,0.0
면적17_26,0.0
면적85_127_sum_총면적,0.0
임대료,0.0006812813686703833
준공연도_ratio_총면적,0.0033619579212134155
면적59_74,0.003550178757105754
난방방식,0.006993680280493209
총세대수,0.009796838962856814
총면적_diff_면적51_59,0.013549882393735179
면적74_85,0.02262572737524774
임대보증금_multiply_총세대수,0.05798915173627459
임대보증금_multiply_총면적,0.0580152247959891
면적17_26_sum_총면적,0.12382465433095138
총면적,0.1831082447393375
