feature,mean_importance
면적17_26,-0.0002485899062733887
면적127_139,4.4408920985006264e-17
면적26_38,4.4408920985006264e-17
면적38_46,5.551115123125783e-17
승강기설치여부,5.551115123125783e-17
면적85_127,5.551115123125783e-17
면적46_51,5.551115123125783e-17
난방방식,0.0001787807379733164
면적51_59,0.0007157546341039267
건물형태,0.0008954898858498539
임대료,0.005172569263749571
준공연도,0.007174059763619622
임대보증금,0.008383119565535214
총세대수,0.009770154021547661
면적59_74,0.01440973539789595
면적74_85,0.08630905744650688
총면적,0.8808430128855644
