feature,mean_importance
난방방식,-0.011393169448250685
면적38_46,-0.006117723635289474
준공연도_ratio_총면적,-0.0025316867467333414
임대료,-0.002483464368413879
총세대수,-0.0018782874866778876
준공연도_diff_총면적,-0.0017604329421687659
총면적_diff_면적51_59,-0.0008949201373640636
면적17_26,0.0
승강기설치여부,0.0
면적85_127_sum_총면적,0.0
면적74_85_sum_총면적,0.0
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.001965129174944269
준공연도,0.0034746247646253226
임대보증금,0.0038697963395218802
면적17_26_sum_총면적,0.007663287733886348
면적59_74,0.01249446955467277
면적74_85,0.038967014367792915
임대보증금_multiply_총면적,0.04141805722315965
총면적,0.12722720332074433
임대보증금_multiply_총세대수,0.13461360833688601
