feature,mean_importance
면적38_46,-0.005656607909663247
면적17_26_sum_총면적,-0.0016793200516749707
임대료,-0.001612562105323001
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
면적85_127_sum_총면적,0.0
총면적_diff_면적127_139,0.0
승강기설치여부,0.0
면적17_26,0.0
총세대수,3.9617999794760995e-05
총면적_diff_면적51_59,0.00038856531617526
총면적,0.0017548918553268844
준공연도,0.004608427487648004
면적59_74,0.012623400129896956
임대보증금_multiply_총면적,0.02221081152291459
임대보증금,0.022514220632351756
난방방식,0.027542155226047905
임대보증금_multiply_총세대수,0.030388832199027514
면적74_85,0.11056279739997402
준공연도_diff_총면적,0.11171993123725218
준공연도_ratio_총면적,0.1475074711866619
