feature,mean_importance
면적46_51_sum_총면적,-0.005242111845206921
총면적_diff_면적59_74,-0.004567110269589636
면적85_127_sum_총면적,-0.00345618204249839
면적74_85,-0.00340400488269908
면적74_85_sum_총면적,-0.0028685697983015677
총세대수,-0.0026550901717081743
면적46_51,-0.0016772744358401481
면적51_59,-0.0004961161681073633
면적17_26,0.0
면적127_139,0.0
승강기설치여부,0.0
면적85_127,0.0
면적59_74,0.00010367112232383402
면적38_46,0.0005029874229251386
면적26_38,0.00225715264001104
난방방식,0.003391293613410917
총면적_diff_면적127_139,0.0035239692364967047
총면적,0.004469774940825466
면적59_74_sum_총면적,0.005031097113039906
임대료,0.006408275485833159
건물형태,0.006526957057461702
임대보증금,0.007128938855212974
총면적_diff_면적85_127,0.01010375008069606
총면적_sum_총세대수,0.013108095779472495
준공연도,0.018400509958558707
면적38_46_sum_총면적,0.024083566157210645
임대보증금_multiply_총세대수,0.05360342192391706
