feature,mean_importance
난방방식,-0.002517825357319764
면적127_139,-2.2204460492503132e-17
면적85_127,-2.2204460492503132e-17
면적26_38,-2.2204460492503132e-17
면적46_51,-2.2204460492503132e-17
면적38_46,-1.6653345369377347e-17
승강기설치여부,-1.6653345369377347e-17
면적59_74,-1.6653345369377347e-17
면적17_26,-1.6653345369377347e-17
면적51_59,-5.551115123125783e-18
임대료,0.0017562175882539556
면적74_85,0.0026826826641858205
임대보증금,0.003044878635312054
건물형태,0.00833712278060032
준공연도,0.030087666298218314
총세대수,0.047388679587977524
총면적,1.631333405606653
