feature,mean_importance
건물형태,-0.014959391052965561
면적74_85,-0.005954709387356242
난방방식,-0.0018073504970206572
면적85_127_sum_총면적,-0.0010503723262693554
면적59_74,-0.0003861292482783718
면적26_38,-0.00034607822882082583
면적46_51,-0.00016756228392880989
총면적_sum_총세대수,-3.859299522787629e-05
면적85_127,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적38_46_sum_총면적,0.0
면적127_139,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
승강기설치여부,0.0
면적59_74_sum_총면적,0.0
면적38_46,0.00019388547555239388
임대료,0.002036513410775878
총세대수,0.003481182227142776
면적46_51_sum_총면적,0.005460700105420988
면적51_59,0.007826350872120113
면적74_85_sum_총면적,0.008472582739838743
준공연도,0.014669489654048348
임대보증금,0.021737612824387416
총면적,0.230121851796178
임대보증금_multiply_총세대수,0.32689636456159116
