feature,mean_importance
준공연도,0.0035085373773506403
승강기설치여부,0.004756633464942134
건물형태,0.013939178259460717
난방방식,0.019765649045322114
임대보증금,0.03765240444824523
임대료,0.054088180300103525
면적17_26,0.08835753451803266
면적59_74,0.09082830362815095
면적127_139,0.12001676569225479
면적85_127,0.13605691383014967
면적74_85,0.8457180268254717
총면적,1.154934222356475
면적46_51,1.3409185421796883
면적26_38,2.593637556496059
면적38_46,3.4911941046583252
면적51_59,4.308684801195779
총세대수,12.12450148555307
