feature,shap_importance
총면적,0.7056325915549535
건물형태,0.030628935627652575
면적59_74,0.028245449457033413
임대보증금,0.02350752477037596
면적74_85,0.021593589466972093
임대료,0.013723832039563677
면적17_26,0.007997498052127279
준공연도,0.006442745104765487
난방방식,0.005191013744482589
면적51_59,0.004595154230717687
총세대수,0.0029375500073552108
면적46_51,0.0
면적26_38,0.0
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
면적38_46,0.0
