feature,mean_importance
면적26_38,-0.0029668676651254224
면적51_59,-0.0013389228795948394
면적46_51,-0.00032061217325577427
건물형태,-9.056433795984753e-05
면적85_127,0.0
면적127_139,0.0
면적17_26,0.0001124779833122036
승강기설치여부,0.0007328550395791112
면적59_74,0.0014978094467888836
면적38_46,0.0019570871757856488
임대료,0.003233740303630439
총세대수,0.006538622198627997
준공연도,0.008247382856984509
난방방식,0.011465717856696023
총면적_diff_면적85_127,0.012683579797866457
임대보증금,0.015502304256789685
총면적_sum_총세대수,0.01772297167958618
총면적_diff_면적127_139,0.036968502017139984
면적85_127_sum_총면적,0.03740271408358675
총면적,0.040776623157192146
면적46_51_sum_총면적,0.04269275209662276
면적74_85,0.04718682667083999
총면적_diff_면적59_74,0.04987110374314049
면적38_46_sum_총면적,0.05557971766283487
면적59_74_sum_총면적,0.0559721208077917
면적74_85_sum_총면적,0.08100584764745562
임대보증금_multiply_총세대수,0.09220001143861609
