Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.2399571895763007,0.3265520360238677,0.5123016642275057,0.3422575464816332,0.2174188212712203,0
0.1038801408907147,0.2793605170674959,0.2839836251758696,0.2149020730130888,0.169139183263166,0
0.0238194080753213,0.0068240774835826,0.0146412197362631,-0.0111777946670732,0.0436104690400159,2
0.0237619670442157,0.013115552267111,0.0050063983381899,0.0223361515011869,0.0106343135904688,2
0.0439989857367351,-0.0048028205343144,0.0028565524195538,-0.0002229363271854,0.0269965895477269,5
0.0106217163077198,0.0016476447313071,0.0109696260662632,0.0098730595250305,0.0263292710453071,2
-0.0113297092976105,0.025877603214355,0.0008164695408885,-0.0002996450040827,0.0223599742489854,4
0.0166280571840335,0.0109325727926505,0.0008606917054185,0.0026884040306953,-0.0013754744219726,3
-0.0110122520093457,0.0216004979082702,0.0054639561256681,0.01338803387513,-0.0041976952450703,2
0.0121270876611759,0.0061282782640384,-0.0002953649222048,-0.0011132144685564,0.0039365544522822,4
0.0061390629754528,0.0041872848010232,-0.0013013338864425,0.0054762838511244,0.0006442643103522,3
0.0140632306512976,0.0021933251147772,0.0017659831740771,0.0085626969032167,-0.0166444831576104,3
0.0020761936587143,0.0037158574373611,-0.0017537845615967,0.0055748566933783,0.0,3
0.0037496562741523,0.0001802760791961,-0.0015391441429657,0.0001696800390481,0.0064820198021049,3
0.004553274289435,0.0,0.0,0.0,0.0,5
-0.0003359356176939,0.0005819445783956,0.0008150782396407,0.0001061943213915,0.0008996547281718,3
0.00059688647854,0.0001677219247092,0.0001050817985873,-8.871916708212968e-05,0.0008652321974843,4
0.0005422521231284,0.0001346515472838,0.0001849031802938,-6.564439901695363e-05,0.0007776522462695,4
0.0001055796065928,0.0,0.0,0.0010155884935117,0.0,4
0.0,0.0,0.0,0.0,0.0009998478776601,5
0.0002849193399976,0.0014615024669786,-0.000362420464628,-3.326817219165279e-06,-0.00045649083413,4
0.0001858344206655,0.0006268648032967,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
