feature,mean_importance
건물형태,-0.0029318945152806307
면적26_38,-3.8857805861880476e-17
면적38_46,-3.3306690738754695e-17
난방방식,-2.7755575615628914e-17
면적127_139,-2.7755575615628914e-17
면적59_74,-2.7755575615628914e-17
면적46_51,-2.2204460492503132e-17
면적85_127,-2.2204460492503132e-17
준공연도,-1.6653345369377347e-17
승강기설치여부,-1.6653345369377347e-17
면적17_26,0.002955877286860126
임대보증금,0.0029761419483811556
면적51_59,0.005281779023206495
임대료,0.008177850395179497
면적74_85,0.04139283148654242
총세대수,0.13154982972480558
총면적,0.5611250046068441
