feature,mean_importance
난방방식,-0.007662709732541728
준공연도,-0.007494641435350513
면적17_26_sum_총면적,-0.0022540638601525444
임대보증금,-0.0018670444043641932
준공연도_ratio_총면적,-0.0005021774836508564
총면적_diff_면적127_139,0.0
승강기설치여부,0.0
면적17_26,0.0
면적38_46,0.0
면적74_85_sum_총면적,0.0
준공연도_diff_총면적,0.0
면적85_127_sum_총면적,0.0
면적59_74_sum_총면적,0.0008467760578967032
총세대수,0.0014659182250592595
임대료,0.00240205045756009
면적59_74,0.006425296622529853
총면적_diff_면적51_59,0.007957957946633754
임대보증금_multiply_총면적,0.03383569217780247
총면적,0.05867744732108483
면적74_85,0.08122879483608438
임대보증금_multiply_총세대수,0.10962464056559651
