feature,mean_importance
면적59_74,-0.002217309446826826
면적17_26,-0.0008732803093438934
면적51_59,-0.000561854485101565
면적38_46,-3.3611475508621425e-06
면적85_127,-7.771561172376095e-17
면적127_139,-6.661338147750939e-17
승강기설치여부,-5.551115123125783e-17
건물형태,0.00021155843469490289
면적26_38,0.00027844025100670633
면적46_51,0.0015241598387645938
난방방식,0.006966340457134246
준공연도,0.019216916177065002
임대료,0.02193590288610896
면적74_85,0.04131847624620014
임대보증금,0.04857906516110594
총세대수,0.05999873556752131
총면적,0.906102381476925
