feature,mean_importance
면적17_26_sum_총면적,-0.008896722409502445
면적38_46,-0.0005624782824483199
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
승강기설치여부,0.0
면적17_26,0.0
면적85_127_sum_총면적,0.0
임대보증금,0.0003770810344134679
총면적_diff_면적51_59,0.0007110903323154615
총세대수,0.00766375012985116
준공연도,0.012776233767460777
임대료,0.02012131866547289
총면적,0.02277065149768685
준공연도_ratio_총면적,0.02417803990211584
임대보증금_multiply_총면적,0.027365772978907958
면적59_74,0.028201308283806147
난방방식,0.029956289237491135
면적74_85,0.08253829777124577
임대보증금_multiply_총세대수,0.125581673798703
준공연도_diff_총면적,0.1644919241574551
