feature,shap_importance
총세대수,0.26332369686517854
총면적,0.2112437761350405
임대보증금,0.1253104541201239
난방방식,0.09120653339061814
준공연도,0.07586767089816991
면적59_74,0.0701259273994549
면적74_85,0.056113385397084964
건물형태,0.04693141011538176
면적26_38,0.04306305535628661
면적51_59,0.04297920632010311
면적46_51,0.03761461960248027
임대료,0.030078978472160473
면적38_46,0.01556193435096373
면적17_26,0.005659551926465493
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
