feature,mean_importance
승강기설치여부,0.001052114617292149
면적17_26,0.0044311510647573795
면적38_46,0.0063341866846463426
임대료,0.007200552344632624
면적59_74,0.010251076406592313
임대보증금,0.021632116487358168
면적74_85,0.028080311277050525
난방방식,0.03240152131429956
준공연도,0.03935082130304178
총세대수,0.06361752083719076
총면적,0.5244487934246401
