feature,shap_importance
총면적,0.49216198979922493
건물형태,0.13565794330209355
임대보증금,0.13213631295310535
준공연도,0.09732517116732736
난방방식,0.09385578336314009
총세대수,0.07546378339306092
면적51_59,0.05345950843504638
임대료,0.03450016371058672
면적38_46,0.025353076989408977
면적26_38,0.022989596757082443
면적46_51,0.014692889211939779
면적17_26,0.0
면적59_74,0.0
면적74_85,0.0
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
