feature,mean_importance
준공연도,-0.020379198439637064
임대료,-0.01489731090474935
승강기설치여부,0.0
면적17_26,0.0013078786456333536
난방방식,0.005762247913118868
면적59_74,0.006259989588421233
면적38_46,0.01254545989429764
임대보증금,0.014650449405698113
면적74_85,0.026005259646271185
총세대수,0.13347888440923006
총면적,0.5980797807603684
