feature,mean_importance
총세대수,-0.007508664084256078
면적74_85,-0.006234517546042789
면적46_51_sum_총면적,-0.0060117946979743155
면적74_85_sum_총면적,-0.0042932485863717675
면적38_46_sum_총면적,-0.0035746428189361245
임대보증금,-0.002813158659480819
임대료,-0.001146003263124118
면적46_51,-0.0005757405511272018
면적59_74_sum_총면적,-0.0002777246520254795
면적26_38,-2.0258975947695656e-05
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
총면적_sum_총세대수,0.0
면적85_127,0.0
면적17_26,0.0
승강기설치여부,0.0
면적127_139,0.0
면적38_46,3.845843797510851e-05
총면적_diff_면적59_74,0.00027043201068234214
난방방식,0.00047129729819094245
면적51_59,0.0036805158781191504
준공연도,0.007403907866599724
면적59_74,0.009945859381669874
건물형태,0.03378971647063047
총면적,0.14942463885761975
임대보증금_multiply_총세대수,0.3399153288890138
