feature,mean_importance
건물형태,-0.0002991586509785482
면적38_46,-1.6653345369377347e-17
승강기설치여부,-1.6653345369377347e-17
면적26_38,-1.6653345369377347e-17
면적127_139,-1.1102230246251566e-17
면적85_127,-1.1102230246251566e-17
면적46_51,-1.1102230246251566e-17
면적51_59,-1.1102230246251566e-17
면적17_26,1.1102230246251566e-17
난방방식,0.0002938675975038607
면적59_74,0.0009898619240890805
임대료,0.0015371102058041653
준공연도,0.0018419527091776688
총세대수,0.0038483982070384613
임대보증금,0.005510130822518588
면적74_85,0.020940038568301123
총면적,0.9518526489522514
