feature,mean_importance
면적59_74,-0.0019061758125056617
면적51_59,-5.551115123125783e-17
승강기설치여부,-4.4408920985006264e-17
면적127_139,-4.4408920985006264e-17
면적17_26,-4.4408920985006264e-17
면적26_38,-4.4408920985006264e-17
면적46_51,-3.3306690738754695e-17
면적85_127,-2.2204460492503132e-17
면적38_46,0.0001523281305459534
난방방식,0.00021259273496889718
건물형태,0.002041565782247423
준공연도,0.0029401671581569923
임대료,0.004366837802749457
총세대수,0.005220036417504859
임대보증금,0.00885158561688908
면적74_85,0.05344379244021715
총면적,1.1789909939012937
