feature,mean_importance
면적51_59,7.889766992114078e-05
면적17_26,0.00010550221124280834
면적46_51,0.0007083826380419045
면적127_139,0.0010160049435899098
면적85_127,0.0013991689089567938
승강기설치여부,0.002183435594632499
면적38_46,0.0035428017212891516
면적26_38,0.0045553164829785775
면적59_74,0.007724226949565038
준공연도_ratio_총면적,0.009851627374959449
임대료,0.01167694799341994
건물형태,0.014120984774764717
총면적,0.020337233718931286
면적74_85_sum_총면적,0.022816277590712634
임대보증금,0.023357175499558534
준공연도,0.027213668993428485
난방방식,0.027802327447457344
준공연도_diff_총면적,0.027935092434729598
총면적_diff_면적51_59,0.029581352580634518
총세대수,0.04002476260586441
총면적_diff_면적127_139,0.04416103987551797
면적74_85,0.04511780509128877
면적17_26_sum_총면적,0.045235067725385145
면적85_127_sum_총면적,0.048930699937164375
임대보증금_multiply_총세대수,0.051669626100056563
임대보증금_multiply_총면적,0.054479062422151545
면적59_74_sum_총면적,0.061765496464717726
