feature,mean_importance
건물형태,-0.0017072190499325458
면적17_26,-0.0001421665916183923
면적26_38,-3.107235049532586e-05
면적51_59,3.440488475217052e-05
면적127_139,0.00026544052893925365
면적85_127,0.001224812203613168
승강기설치여부,0.0037365869020676568
면적46_51,0.003760015024042107
면적38_46,0.0041755394359044625
임대료,0.006998974053591389
면적59_74,0.007194451654226164
준공연도,0.015802240769955254
난방방식,0.017944718096300116
임대보증금,0.038168687300875796
면적74_85,0.0671416120769807
총세대수,0.1609301531963342
총면적,0.43800834946156464
