feature,mean_importance
면적17_26,-0.000574345999752024
준공연도,-0.0005314809852110858
면적38_46,-6.661338147750939e-17
건물형태,-6.661338147750939e-17
승강기설치여부,-6.661338147750939e-17
면적46_51,-6.661338147750939e-17
면적85_127,-5.551115123125783e-17
면적26_38,-5.551115123125783e-17
면적127_139,-4.4408920985006264e-17
임대료,0.00027903649438386634
면적51_59,0.000619146035755902
난방방식,0.003705278709994175
임대보증금,0.004612695477256223
면적59_74,0.009133313940652078
면적74_85,0.020862023152322662
총세대수,0.05626612249586541
총면적,0.7958333040653516
