feature,mean_importance
면적38_46,-4.4408920985006264e-17
면적26_38,-3.3306690738754695e-17
면적127_139,-2.2204460492503132e-17
면적85_127,-2.2204460492503132e-17
면적46_51,-2.2204460492503132e-17
건물형태,-1.1102230246251566e-17
승강기설치여부,-1.1102230246251566e-17
면적17_26,-1.1102230246251566e-17
면적59_74,-1.1102230246251566e-17
면적51_59,0.0
준공연도,0.007315695139370582
난방방식,0.010031987050649394
임대료,0.01301309884443983
면적74_85,0.02910738938334543
임대보증금,0.03378494204358915
총세대수,0.09404475487885093
총면적,0.5175695266880935
