feature,mean_importance
준공연도,-0.005888536839943293
임대료,-0.0010757353834528916
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
준공연도_ratio_총면적,0.0
면적85_127_sum_총면적,0.0
총면적_diff_면적127_139,0.0
면적17_26,0.0
승강기설치여부,0.0
임대보증금,0.000208541002424778
면적38_46,0.0019777872338752945
면적59_74,0.0024580072984328183
준공연도_diff_총면적,0.0031795063746868244
총세대수,0.004477032296212502
난방방식,0.008743234679935518
총면적_diff_면적51_59,0.014551965921266619
면적74_85,0.021792046926444975
임대보증금_multiply_총면적,0.040525969745579905
면적17_26_sum_총면적,0.08706829162956414
총면적,0.09802681447892325
임대보증금_multiply_총세대수,0.15430381123460662
