0,0.5314126709303741,
1,0.2813491938796129,
2,0.18943254728747508,
3,0.16600116894553585,
4,0.15071202772203682,
5,0.13305087366389107,
6,0.1193702586580661,
7,0.11357902160765813,
8,0.11075008894794043,
9,0.10748230511545397,
10,0.10199180275397605,
11,0.09529434967843776,
12,0.08925620727766162,
13,0.08500698376529656,
14,0.08215057470811704,
15,0.07945669685293988,
16,0.07664506387292852,
17,0.07338047612656112,
18,0.07069665309156398,
19,0.06886445079614263,
20,0.06727786472429698,
21,0.0655043351494163,
