feature,mean_importance
임대료,-0.013251826658243027
면적38_46,-0.009204000181616745
면적51_59,-0.00885298467936183
총세대수,-0.008009946652462862
면적46_51,-0.004849855054758279
면적26_38,-0.0036011049772444294
승강기설치여부,0.0
면적85_127,0.0
면적127_139,0.0
면적17_26,0.00023365557093647517
건물형태,0.004831870055500542
준공연도,0.010034598417680663
난방방식,0.012793040181592951
면적59_74,0.02946664284427545
임대보증금,0.035914662289144396
면적74_85,0.1003276899766159
총면적,1.0653185802758585
