feature,mean_importance
면적59_74,-0.00399065436081889
면적38_46,-0.002301366904886465
준공연도_diff_총면적,-0.0009897935824364045
임대료,-0.00028376872127410804
면적46_51,-0.00011953077910858978
면적26_38,-9.664087848976766e-05
면적85_127,0.0
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
면적127_139,0.0
면적85_127_sum_총면적,0.0
총면적_diff_면적127_139,0.0
면적17_26,0.0
승강기설치여부,0.0
건물형태,0.00012957721545266975
준공연도_ratio_총면적,0.0007428460542617754
총면적_diff_면적51_59,0.0014116158944796398
면적51_59,0.004984633820335188
면적17_26_sum_총면적,0.005514789596881842
총세대수,0.0077083907367088145
임대보증금,0.00828770130314575
난방방식,0.01309730306209832
준공연도,0.019448657853237083
면적74_85,0.036893167806045304
임대보증금_multiply_총면적,0.044194896764019206
임대보증금_multiply_총세대수,0.23262651839603624
총면적,0.38035775313097997
