feature,mean_importance
임대보증금,0.009584794290433346
건물형태,0.02567169925713938
준공연도,0.03232174325778222
면적46_51_sum_총면적,0.12075167341589983
총면적,0.17306188734744796
임대보증금_multiply_총세대수,0.21377659518093112
