feature,mean_importance
면적38_46,-0.008204867206497952
면적59_74,0.0018649104864537913
난방방식,0.025184846009340234
임대료,0.03570440244415794
면적74_85,0.04008382377226265
면적17_26,0.044946155120667554
승강기설치여부,0.04929117781893098
임대보증금,0.04932061152124011
준공연도,0.1316601823896019
총세대수,0.31082759437608243
총면적,0.4435425082218373
