feature,mean_importance
면적51_59,-0.012442886919816609
면적46_51,-0.0035014770728829412
면적26_38,-0.002810407508708046
면적17_26,-0.0026142459643332394
임대보증금,-0.0021909418957582138
임대료,-0.0018535105910946759
면적127_139,-0.00025390034899587245
면적85_127,-4.327147748384164e-06
난방방식,0.0026144489525700256
면적38_46,0.002825835326800652
승강기설치여부,0.006602231070749032
준공연도,0.011807677400642879
면적59_74,0.020370847938622393
건물형태,0.025251845299586427
면적74_85,0.03395380847290671
총세대수,0.07617514995892793
총면적,0.3451132939091471
