feature,mean_importance
건물형태,-0.021922462409426104
임대료,-0.005632546366508989
난방방식,-0.002646065565775535
면적74_85,-0.0005939518289691359
면적85_127,0.0
승강기설치여부,0.0
총면적_diff_면적85_127,0.0
면적17_26,0.0
총면적_diff_면적127_139,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
면적26_38,0.00014848260396797542
면적46_51,0.0006862266878705115
면적38_46,0.0013684520895407947
면적59_74,0.0018668494344841386
면적85_127_sum_총면적,0.003143018608007178
면적51_59,0.0037178349770299072
총면적_sum_총세대수,0.004395938934329028
면적74_85_sum_총면적,0.00880416532312471
총세대수,0.010687823325881477
준공연도,0.014750989910688957
총면적_diff_면적59_74,0.015583532844071366
면적46_51_sum_총면적,0.017461117014131756
임대보증금,0.036508327648297104
면적38_46_sum_총면적,0.04104057117633171
총면적,0.09077072940687202
임대보증금_multiply_총세대수,0.09991389298152563
