feature,mean_importance
면적38_46,-0.001685974196362333
면적59_74,-0.0011121903776985908
준공연도_diff_총면적,-0.0004094782433889388
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
승강기설치여부,0.0
면적17_26,0.0
준공연도_ratio_총면적,0.0
면적85_127_sum_총면적,0.0
면적17_26_sum_총면적,0.0017067809257331479
총면적_diff_면적51_59,0.0023600732320007423
임대보증금,0.007307356981223706
임대료,0.008043849611445447
총세대수,0.012802010195222185
난방방식,0.018364713200438892
준공연도,0.01848115300524069
면적74_85,0.05192684316217142
임대보증금_multiply_총면적,0.06627669504422853
임대보증금_multiply_총세대수,0.19826414641925813
총면적,0.36139330103133893
