feature,shap_importance
총면적,0.5549034592240515
면적74_85,0.10242511584820142
임대보증금,0.08900403181912686
준공연도,0.0644527156578194
면적59_74,0.04486767565807014
총세대수,0.044488620627649765
건물형태,0.03526421495763162
난방방식,0.02391135870034115
면적51_59,0.016722452700316175
임대료,0.013211672698006889
면적17_26,0.008369968126586462
면적46_51,0.008315343800227235
면적26_38,0.006464757523033216
면적38_46,0.00419750877383613
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
