feature,mean_importance
random_feature,-0.004802820534314406
면적59_74_sum_총면적,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
면적38_46_sum_총면적,0.0
면적127_139,0.0
면적85_127,0.0
면적17_26,0.0
승강기설치여부,0.0
면적46_51,0.000134651547283815
면적38_46,0.00016772192470920766
임대료,0.00018027607919613443
면적26_38,0.0005819445783956767
총면적_diff_면적59_74,0.000626864803296795
총면적_sum_총세대수,0.0014615024669786536
준공연도,0.0016476447313071962
면적59_74,0.0021933251147772115
면적74_85_sum_총면적,0.0037158574373611585
면적51_59,0.00418728480102325
난방방식,0.006128278264038406
건물형태,0.006824077483582697
총세대수,0.010932572792650508
임대보증금,0.013115552267111086
면적46_51_sum_총면적,0.021600497908270223
면적74_85,0.025877603214355005
총면적,0.2793605170674959
임대보증금_multiply_총세대수,0.3265520360238677
