feature,mean_importance
면적59_74,-0.016644483157610433
면적46_51_sum_총면적,-0.0041976952450703655
총세대수,-0.0013754744219726333
총면적_sum_총세대수,-0.0004564908341300078
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
면적38_46_sum_총면적,0.0
면적127_139,0.0
총면적_diff_면적59_74,0.0
면적85_127,0.0
승강기설치여부,0.0
면적51_59,0.0006442643103522939
면적46_51,0.0007776522462695223
면적38_46,0.000865232197484389
면적26_38,0.0008996547281718614
면적17_26,0.0009998478776601205
난방방식,0.003936554452282248
임대료,0.006482019802104911
임대보증금,0.010634313590468847
면적74_85,0.022359974248985483
준공연도,0.026329271045307155
random_feature,0.0269965895477269
건물형태,0.043610469040015906
총면적,0.169139183263166
임대보증금_multiply_총세대수,0.21741882127122034
