feature,mean_importance
면적38_46,-0.003833192458155854
난방방식,-0.002262073192140568
승강기설치여부,0.0
면적127_139,0.0
면적17_26,0.0
면적85_127,0.0
면적46_51,0.0
면적26_38,0.00036815167443366993
면적51_59,0.000635771070166713
건물형태,0.00484472428765651
준공연도,0.007798691294273219
임대료,0.009911270626816815
면적59_74,0.014113358479142657
임대보증금,0.053695002660286525
면적74_85,0.08003447866563326
총세대수,0.12498365750404736
총면적,0.2897674428166087
