feature,mean_importance
면적38_46,-0.006641367796476572
승강기설치여부,0.0
면적17_26,0.0
임대료,0.012535956688556693
준공연도,0.01622262315235623
임대보증금,0.025289933340298065
난방방식,0.03068008068075484
면적59_74,0.03719922270431092
면적74_85,0.07640678140131006
총세대수,0.08329523902524688
총면적,0.5273069852982074
