feature,mean_importance
건물형태,-0.0002991586509785094
면적17_26,5.551115123125783e-18
면적51_59,5.551115123125783e-18
면적38_46,1.1102230246251566e-17
면적127_139,1.1102230246251566e-17
승강기설치여부,1.1102230246251566e-17
면적26_38,2.2204460492503132e-17
면적85_127,2.7755575615628914e-17
면적46_51,2.7755575615628914e-17
난방방식,0.0002938675975038774
면적59_74,0.0009898619240891026
임대료,0.0015371102058041764
준공연도,0.0018419527091776966
총세대수,0.0038483982070384613
임대보증금,0.005510130822518616
면적74_85,0.02094003856830115
총면적,0.9518526489522514
