feature,mean_importance
임대보증금,-0.008804743833659378
준공연도,-0.006174548574714306
임대료,-0.0042235789153746706
난방방식,-0.0013411276865966215
건물형태,-0.0009347939467798105
면적46_51,-0.0002754191793735039
면적26_38,-0.00017892164191238847
면적127_139,2.2204460492503132e-17
면적85_127,2.2204460492503132e-17
승강기설치여부,4.4408920985006264e-17
면적17_26,1.0431963823598344e-05
면적38_46,0.00017966945953183932
면적51_59,0.000683511287219718
면적59_74,0.018529972911325167
면적74_85,0.02743766956673137
총세대수,0.05830104087497473
총면적,0.849291110395329
