feature,shap_importance
총면적,0.34789839140602363
총세대수,0.2840234983615108
면적74_85,0.09897054345723681
임대보증금,0.06706645979734636
면적59_74,0.025129332205196267
면적17_26,0.021089959374302646
준공연도,0.01748375320072473
임대료,0.01337045952358945
면적26_38,0.0
면적46_51,0.0
면적51_59,0.0
승강기설치여부,0.0
난방방식,0.0
면적85_127,0.0
면적127_139,0.0
건물형태,0.0
면적38_46,0.0
