feature,shap_importance
총면적,0.6778348673965943
임대보증금,0.10119283791175075
면적74_85,0.09414575542780426
준공연도,0.07827400098802427
건물형태,0.06054443863566357
면적59_74,0.03980788967152769
총세대수,0.03881121619999374
면적51_59,0.02552590201731832
임대료,0.02499344161007569
난방방식,0.014873442748801922
면적17_26,0.009079567348036555
면적26_38,0.0046338335395517865
면적46_51,0.004047079876600704
면적38_46,0.0024524575657476847
승강기설치여부,0.0
면적85_127,0.0
면적127_139,0.0
