feature,mean_importance
면적127_139,3.321072567567529e-05
면적85_127,5.103965526049858e-05
승강기설치여부,0.00043261630840997766
면적26_38,0.000677242672437972
임대료,0.002464242607044065
면적51_59,0.003130725283843705
면적17_26,0.004338412512416628
면적59_74,0.005875738606855957
면적38_46,0.006104973571259475
면적46_51,0.006852149355933129
임대보증금_multiply_총면적,0.0071694787559664465
건물형태,0.008664421024988388
난방방식,0.011846995083437912
임대보증금_multiply_총세대수,0.012843900954884718
임대보증금,0.013798573747469917
총세대수,0.015253727815150154
총면적_diff_면적127_139,0.016459553096939507
면적74_85,0.01853805061595934
면적85_127_sum_총면적,0.02332519855021966
준공연도,0.023493696020826415
총면적,0.02648226683653791
준공연도_ratio_총면적,0.029007937992048816
총면적_diff_면적51_59,0.03862173617512014
면적59_74_sum_총면적,0.03865193894121556
준공연도_diff_총면적,0.04310891210218
면적17_26_sum_총면적,0.05305010697267658
면적74_85_sum_총면적,0.05330925054422282
