feature,mean_importance
면적38_46,-0.004049644443183264
면적46_51,-0.0020372178056061395
건물형태,-0.0014489765001058363
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
임대보증금_multiply_총면적,0.00044516955664426484
면적17_26,0.0006138543329844426
면적26_38,0.0007346928600007296
면적51_59,0.0013198749391421516
총면적_diff_면적127_139,0.002902017604205287
임대료,0.01095417290119236
면적59_74,0.011236541213653283
면적85_127_sum_총면적,0.013870186120795758
총세대수,0.014096634027613186
준공연도_ratio_총면적,0.015927566738940614
임대보증금_multiply_총세대수,0.018345143523790818
준공연도,0.01944772548882152
총면적,0.021197993370403335
임대보증금,0.029424742095728162
난방방식,0.030633764962552445
면적74_85_sum_총면적,0.03498869069560875
총면적_diff_면적51_59,0.03826384796213285
면적59_74_sum_총면적,0.03998695428834129
준공연도_diff_총면적,0.04505675747509154
면적17_26_sum_총면적,0.048215075117470675
면적74_85,0.05316295812661579
