feature,mean_importance
면적26_38,-0.0014176022380757657
면적46_51,-0.0010858119635725027
면적127_139,5.551115123125783e-18
면적85_127,1.1102230246251566e-17
승강기설치여부,1.6653345369377347e-17
면적51_59,0.00014652831788370402
면적38_46,0.0005173103177348815
건물형태,0.0009885380437076262
면적17_26,0.0016616381991432561
난방방식,0.002478949533148206
면적74_85,0.002741307794608161
면적59_74,0.0034329062960187394
준공연도,0.011469279948372341
임대료,0.011887630366737212
임대보증금,0.049957235021587006
총세대수,0.06989688773321781
총면적,0.6584341091611652
