feature,mean_importance
임대료,-0.001169466326930535
면적85_127,-2.7755575615628914e-17
면적46_51,-2.7755575615628914e-17
면적17_26,-2.7755575615628914e-17
면적127_139,-2.2204460492503132e-17
면적26_38,-2.2204460492503132e-17
면적38_46,-2.2204460492503132e-17
승강기설치여부,-1.6653345369377347e-17
건물형태,0.002428500456244892
면적51_59,0.002759453168236753
면적59_74,0.0030603304511599926
난방방식,0.00662050717091156
면적74_85,0.007041549235631333
준공연도,0.011842867544401831
총세대수,0.014566391285994884
임대보증금,0.03582641760760759
총면적,1.083917018378966
