feature,shap_importance
총면적,0.8090775984151618
총세대수,0.04594536803315055
면적74_85,0.04451215373456887
임대료,0.04019903790365225
준공연도,0.0281217764106711
난방방식,0.024876775287586635
건물형태,0.01997263134192396
임대보증금,0.011938775806204135
승강기설치여부,0.0
면적17_26,0.0
면적26_38,0.0
면적46_51,0.0
면적51_59,0.0
면적59_74,0.0
면적85_127,0.0
면적127_139,0.0
면적38_46,0.0
