feature,mean_importance
면적85_127,5.551115123125783e-18
면적51_59,5.551115123125783e-18
면적46_51,1.1102230246251566e-17
면적38_46,1.6653345369377347e-17
승강기설치여부,1.6653345369377347e-17
면적127_139,1.6653345369377347e-17
면적26_38,1.6653345369377347e-17
준공연도,0.002054484499936349
난방방식,0.004499274750813853
건물형태,0.005574188660813173
면적17_26,0.0057509391215050994
면적59_74,0.008285524226725044
면적74_85,0.008383211365668341
임대료,0.010466497513681283
임대보증금,0.031897534879571324
총세대수,0.06645936233194441
총면적,0.8249618519017906
