feature,mean_importance
면적26_38,-0.0001289275909888643
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
면적17_26,0.00021179056442507393
면적46_51,0.0005957607465656601
면적38_46,0.00197195610326803
면적59_74_sum_총면적,0.0021144675850895633
임대료,0.0023958531977564534
총세대수,0.0025101605110856794
면적51_59,0.0027653492559831907
난방방식,0.005023674548695889
면적74_85,0.005083844538357374
면적59_74,0.005421665478122862
총면적_diff_면적85_127,0.010564691985233748
총면적_sum_총세대수,0.01099878795841872
건물형태,0.011990251091760046
총면적_diff_면적59_74,0.01561421422445039
임대보증금,0.01678263800462811
총면적_diff_면적127_139,0.02218749709798707
준공연도,0.022634234422276307
면적46_51_sum_총면적,0.032103465647498455
면적38_46_sum_총면적,0.03329848503174477
면적85_127_sum_총면적,0.03340202431210663
면적74_85_sum_총면적,0.03633309879867479
임대보증금_multiply_총세대수,0.041077991747830764
총면적,0.04265889834477964
