feature,mean_importance
임대보증금,0.006290443775290233
준공연도,0.02190720065663923
건물형태,0.0221523374771275
면적46_51_sum_총면적,0.12959440239311545
총면적,0.15157464047275632
임대보증금_multiply_총세대수,0.21003781545035052
