feature,mean_importance
면적74_85,-0.009087507654597964
면적74_85_sum_총면적,-0.006165680991331401
총면적_sum_총세대수,-0.004209353810909045
면적46_51,-0.0030791901106716145
면적51_59,-0.0017852900524669036
총면적_diff_면적59_74,-0.0014450596704134954
임대료,-0.0012354607661320904
면적38_46,-0.0005279782459242987
면적59_74,-0.00038216133029223
면적127_139,0.0
면적85_127,0.0
면적17_26,0.0
승강기설치여부,0.0
임대보증금,0.002474782137605802
난방방식,0.002532337930595996
면적26_38,0.0027425644538409677
총면적_diff_면적127_139,0.003431853966292775
총세대수,0.0036560548126610914
총면적_diff_면적85_127,0.005233250151365621
면적85_127_sum_총면적,0.009915345236983541
면적38_46_sum_총면적,0.010608964491857642
면적46_51_sum_총면적,0.011289617978809063
면적59_74_sum_총면적,0.013885478829468811
건물형태,0.016579123771168113
준공연도,0.02755347296187142
총면적,0.031082260715152875
임대보증금_multiply_총세대수,0.05252000423393046
