feature,mean_importance
임대료,-0.005660484993371595
면적38_46,-0.0005689919533395094
면적26_38,-0.00013630827655343735
면적85_127,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
총면적_diff_면적59_74,0.0
승강기설치여부,0.0
면적17_26,0.0
총면적_diff_면적127_139,0.0005916988658752398
총면적_diff_면적85_127,0.0013573100235667434
면적74_85_sum_총면적,0.0020487554687835473
면적46_51,0.002830086846595492
준공연도,0.0028465635075540117
면적51_59,0.004373513630994247
총면적_sum_총세대수,0.007914535236989229
면적85_127_sum_총면적,0.007973340390589006
면적59_74,0.008355237992365738
난방방식,0.01108763970458405
총세대수,0.012279987356503841
건물형태,0.012382678927555579
임대보증금,0.015981150360858853
면적74_85,0.02009638726368753
면적46_51_sum_총면적,0.045990945563093924
면적38_46_sum_총면적,0.055163626796481256
총면적,0.11248494925532052
임대보증금_multiply_총세대수,0.19112286138794723
