feature,mean_importance
총면적_diff_면적127_139,0.0
면적74_85_sum_총면적,0.0
승강기설치여부,0.0
면적17_26,0.0
면적85_127_sum_총면적,0.0
준공연도_ratio_총면적,0.00013069063409704707
면적59_74_sum_총면적,0.00034373351134410756
면적38_46,0.00037900911095138933
준공연도_diff_총면적,0.0005395566020961196
총세대수,0.0011666533877143447
면적59_74,0.002891680711929634
임대보증금,0.0036139134634814605
임대료,0.003949797280723399
난방방식,0.00627457336093622
면적74_85,0.006558185374370062
면적17_26_sum_총면적,0.011110822044428198
준공연도,0.01424883636571403
총면적_diff_면적51_59,0.01679205027882518
임대보증금_multiply_총세대수,0.06801045698841471
임대보증금_multiply_총면적,0.09829865896575637
총면적,0.2158087848479599
