feature,mean_importance
면적59_74,-0.004323080835294424
면적85_127,0.0
면적74_85_sum_총면적,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
면적38_46_sum_총면적,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
승강기설치여부,0.0
면적46_51,0.0
면적38_46,5.024291848158002e-05
면적26_38,7.687326764651558e-05
면적51_59,0.00014678366242028008
총면적_sum_총세대수,0.0007618672726642295
면적74_85,0.0023074790028626115
총세대수,0.0029315154216385197
임대료,0.005351984138809251
임대보증금,0.00631154419914356
면적46_51_sum_총면적,0.01039374982532143
난방방식,0.010895723431577953
준공연도,0.01795823867647204
건물형태,0.03593170643565389
총면적,0.18211759886620413
임대보증금_multiply_총세대수,0.3311403402180216
