feature,mean_importance
면적46_51,-5.104308042380712e-06
면적38_46,-2.2204460492503132e-17
면적17_26,-1.1102230246251566e-17
면적26_38,-1.1102230246251566e-17
면적51_59,-1.1102230246251566e-17
승강기설치여부,1.1102230246251566e-17
면적127_139,1.1102230246251566e-17
면적85_127,2.2204460492503132e-17
면적59_74,0.0006488894746701668
준공연도,0.0031429919772325565
건물형태,0.003371865484482228
난방방식,0.004740005659770607
임대료,0.004871806816746205
임대보증금,0.013799795919946446
면적74_85,0.03677754373662399
총세대수,0.07946336778553864
총면적,0.6406839094490046
