feature,mean_importance
면적51_59,-0.0026714424192992637
면적85_127_sum_총면적,-0.0024319531756667122
면적74_85_sum_총면적,-0.0009048464644066057
면적46_51,-0.00046440872562168446
면적38_46,-0.0002990703957148122
면적26_38,-8.683491039186419e-05
면적85_127,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
승강기설치여부,0.0
총세대수,7.195154238137657e-07
임대료,0.0005347389255951351
난방방식,0.0013297143419573221
면적59_74,0.0035969546501948336
면적74_85,0.008656244640027738
준공연도,0.014409812144890288
총면적_sum_총세대수,0.015887278872304855
건물형태,0.017951370481330487
임대보증금,0.02053066484815506
면적38_46_sum_총면적,0.02533291065913989
면적46_51_sum_총면적,0.03896781770692162
총면적,0.05149601709171033
임대보증금_multiply_총세대수,0.15232884770929891
