feature,mean_importance
임대료,-0.007367569627367909
면적51_59,-0.006089532860400726
준공연도,-0.004284923348697206
면적26_38,-0.002569811233891511
면적46_51,-0.000731135185273607
건물형태,-0.0004982359260274072
임대보증금,-0.00015010692909377398
면적85_127,0.0
승강기설치여부,0.0
면적17_26,0.0
면적127_139,0.0
총면적_diff_면적127_139,0.002394743990286563
임대보증금_multiply_총면적,0.003190351693649279
면적38_46,0.003706290472525875
면적59_74,0.00928744083921631
난방방식,0.011731345574557716
총세대수,0.017296268020477346
면적74_85,0.022982410461265746
면적85_127_sum_총면적,0.02507280274660124
준공연도_diff_총면적,0.030683531185889124
임대보증금_multiply_총세대수,0.03313261116020903
면적59_74_sum_총면적,0.034456578198622335
준공연도_ratio_총면적,0.03788784689449852
총면적_diff_면적51_59,0.044995512850277405
총면적,0.06029760902955833
면적74_85_sum_총면적,0.063776931503901
면적17_26_sum_총면적,0.08205816280414972
