feature,shap_importance
총면적,0.5537461309748527
총세대수,0.06940814516075762
면적74_85,0.05968370041675069
임대보증금,0.03049558761827592
면적59_74,0.024056404972643317
건물형태,0.023516852447186473
준공연도,0.01679218380984866
난방방식,0.005250577946444029
임대료,0.0042576713496695565
면적51_59,0.0024722167740452517
면적17_26,0.0023767444108290137
면적46_51,0.0
면적26_38,0.0
면적85_127,0.0
면적127_139,0.0
승강기설치여부,0.0
면적38_46,0.0
