feature,mean_importance
난방방식,-0.0070619129988737876
준공연도,-0.006360227784881956
면적17_26_sum_총면적,-0.002299783770629682
임대보증금,-0.0017154934315042336
면적51_59,-0.0016631295696896476
면적38_46,-0.00024470332251387284
면적85_127,0.0
면적74_85_sum_총면적,0.0
준공연도_diff_총면적,0.0
면적127_139,0.0
면적85_127_sum_총면적,0.0
총면적_diff_면적127_139,0.0
면적46_51,0.0
면적26_38,0.0
면적17_26,0.0
승강기설치여부,0.0
총면적_diff_면적51_59,2.1208625182933537e-05
준공연도_ratio_총면적,0.00012795072360405335
임대료,0.00018443148794864417
면적59_74_sum_총면적,0.0006931018692469704
총세대수,0.002267606313219339
건물형태,0.004525908859089623
면적59_74,0.00590227230363054
면적74_85,0.009297947220360292
임대보증금_multiply_총면적,0.04459876595785924
총면적,0.06575898476024082
임대보증금_multiply_총세대수,0.18423893659671334
