feature,shap_importance
총면적,0.37194943240373896
임대보증금_multiply_총세대수,0.3278315265995248
건물형태,0.07950934337121862
임대보증금,0.07283484035514241
준공연도,0.07061121219379578
면적46_51_sum_총면적,0.02852870564452958
